bill_id,title,created_at,updated_at,subjects
HB 1181,North Carolina Medicaid Modernization.,2014-06-03,2014-07-31,Commerce|Municipal and County Issues|Legislative Affairs|Senior Issues|Drugs|Public Services|Executive Branch|Civil Liberties and Civil Rights|Labor and Employment|Other|Health|State Agencies|Business and Consumers|Insurance|Welfare and Poverty
HB 1182,UNC Nonappropriated Capital Projects.,2014-06-03,2014-07-10,"Municipal and County Issues|Legislative Affairs|Public Services|Budget, Spending, and Taxes|State Agencies|Education"
HB 1183,In-State Tuition/Certain Veterans & Family.,2014-06-03,2014-06-03,"Legal Issues|Public Services|Immigration|Labor and Employment|Budget, Spending, and Taxes|Military|State Agencies|Education"
HB 1184,Repeal E-Verify Exemption for Temps/Funds.,2014-06-03,2014-06-03,"Public Services|Immigration|Labor and Employment|Technology and Communication|Budget, Spending, and Taxes|State Agencies"
HB 1185,Modify 2013 Appropriations Act.,2014-06-03,2014-06-03,"Public Services|Transportation|Budget, Spending, and Taxes"
HB 1186,SBE Study of Educator Comp.,2014-06-03,2014-06-03,Labor and Employment|State Agencies|Education|Public Services|Legislative Affairs
HB 1187,Motor Vehicle Civil Penalty/District Court.,2014-06-03,2014-06-03,Commerce|Transportation|Legal Issues|Municipal and County Issues|Public Services|Judiciary|Crime|State Agencies
HB 1188,NCSU Plant Sciences Research Initiative.,2014-06-03,2014-06-03,"Legislative Affairs|Municipal and County Issues|Public Services|Agriculture and Food|Environmental|Budget, Spending, and Taxes|Education|Science and Medical Research"
HB 1189,Farm GPS Coordinates/Photos/Public Records.,2014-06-03,2014-06-03,Municipal and County Issues|Public Services|Agriculture and Food|Environmental|Other|State Agencies
HB 119,Natural Gas/Rate Adjustment Mechanism.,2013-02-20,2014-03-05,Commerce|State Agencies|Public Services|Legislative Affairs
HB 1190,DPS Study Commercial Vehicle Safety Alliance.,2014-06-03,2014-07-01,Transportation|Legal Issues|Legislative Affairs|Public Services|Other|State Agencies
HB 1191,Authority to Adopt Local Ordinances.,2014-06-03,2014-06-03,Agriculture and Food|Environmental|Public Services|Legal Issues|Municipal and County Issues
HB 1192,Return to Five-Year Vesting.,2014-06-03,2014-06-03,Senior Issues|Legal Issues|Public Services|Judiciary|Crime|Labor and Employment|State Agencies|Education
HB 1193,Retirement Technical Corrections Act of 2014.,2014-06-03,2014-08-02,Senior Issues|Legislative Affairs|Public Services|Labor and Employment|Other|State Agencies|Education|Insurance
HB 1194,Retirement Admin. Changes Act of 2014.,2014-06-03,2014-08-14,Senior Issues|Legal Issues|Legislative Affairs|Public Services|Municipal and County Issues|Judiciary|Labor and Employment|Other|State Agencies|Education|Insurance
HB 1195,Fiscal Integrity/Pension-Spiking Prevention.,2014-06-03,2014-08-01,Senior Issues|Legal Issues|Legislative Affairs|Commerce|Public Services|Municipal and County Issues|Judiciary|Crime|Labor and Employment|State Agencies|Education
HB 1196,Charter School/Leave State Retire. System.,2014-06-03,2014-06-03,Senior Issues|Municipal and County Issues|Public Services|Labor and Employment|State Agencies|Education
HB 1197,Winston-Salem/Parking Meters.,2014-06-03,2014-06-03,Other|Transportation|Municipal and County Issues
HB 1198,W-S/Meetings By Simultaneous Communication.,2014-06-03,2014-06-03,Other|Technology and Communication|Municipal and County Issues
HB 1199,Restore Career Status.,2014-06-03,2014-06-03,Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|State Agencies|Education
HB 12,Increase Retirement Age for Judges.,2013-02-05,2014-03-05,Senior Issues|Public Services|Judiciary|Labor and Employment
HB 120,Blding Codes: Local Consistency/Exempt Cable.,2013-02-20,2014-03-05,Legal Issues|Municipal and County Issues|Public Services|Other|Housing and Property|Insurance|Legislative Affairs
HB 1200,Establish Urban Search & Rescue Program.,2014-06-03,2014-06-03,"Legislative Affairs|Municipal and County Issues|Public Services|Other|Budget, Spending, and Taxes|State Agencies|Legal Issues"
HB 1201,Exempt Admission to Agricultural Fairs.,2014-06-03,2014-06-11,"Commerce|Legislative Affairs|Public Services|Agriculture and Food|Other|Budget, Spending, and Taxes"
HB 1202,Tax Deduction for Medical Expenses.,2014-06-03,2014-06-03,"Public Services|Health|Budget, Spending, and Taxes"
HB 1203,Private Hospital Toxicology Fee.,2014-06-03,2014-06-05,"Legislative Affairs|Public Services|Judiciary|Labor and Employment|Other|Health|Budget, Spending, and Taxes|Education|Business and Consumers|Science and Medical Research"
HB 1204,Telematics Pilot Project.,2014-06-03,2014-06-03,"Transportation|Legislative Affairs|Other|Technology and Communication|Budget, Spending, and Taxes|State Agencies|Science and Medical Research"
HB 1205,Wounded Warrior Motorsport Scholarship/Funds.,2014-06-03,2014-06-03,"Recreation|Budget, Spending, and Taxes|Public Services|Labor and Employment|Other|Gambling and Gaming|Military|Education"
HB 1207,High Point Charter/Council Hire City Attorney.,2014-06-03,2014-06-27,Labor and Employment|Other|Municipal and County Issues|Judiciary|Legislative Affairs
HB 1208,Governor's Budget.,2014-06-03,2014-12-03,"Legislative Affairs|Public Services|Recreation|Crime|Labor and Employment|Other|Health|Business and Consumers|Animal Rights and Wildlife Issues|Welfare and Poverty|Senior Issues|Government Reform|Transportation|Legal Issues|Municipal and County Issues|Drugs|Judiciary|Executive Branch|Environmental|Federal, State, and Local Relations|Arts and Humanities|Budget, Spending, and Taxes|Commerce|Social Issues|Gambling and Gaming|Family and Children Issues|Civil Liberties and Civil Rights|Technology and Communication|Housing and Property|Energy|Campaign Finance and Election Issues|Agriculture and Food|State Agencies|Education|Insurance|Science and Medical Research"
HB 1209,Retirement Investment Accountability.,2014-06-03,2014-06-25,"Senior Issues|Municipal and County Issues|Commerce|Public Services|Judiciary|Civil Liberties and Civil Rights|Labor and Employment|Other|Budget, Spending, and Taxes|State Agencies|Education|Business and Consumers"
HB 121,School Calendar Flexibility/Certain Counties.,2013-02-20,2014-03-05,State Agencies|Education|Municipal and County Issues|Legislative Affairs
HB 1210,Rescind Income Tax Cut For Millionaires.,2014-06-03,2014-06-03,"Public Services|Budget, Spending, and Taxes|Legislative Affairs"
HB 1211,Mount Gilead Charter Revision & Consolidation.,2014-06-03,2014-08-20,Government Reform|Legislative Affairs|Municipal and County Issues|Campaign Finance and Election Issues|Other|State Agencies|Business and Consumers
HB 1212,Burlington Charter/Revision and Consolidation.,2014-06-03,2014-11-18,Other|Legislative Affairs|Municipal and County Issues
HB 1213,Local Governments in State Health Plan.,2014-06-03,2014-06-03,Legislative Affairs|Municipal and County Issues|Public Services|Labor and Employment|Health|Insurance
HB 1214,Durham/Payments for On-Street Parking.,2014-06-03,2014-06-03,"Other|Transportation|Municipal and County Issues|Budget, Spending, and Taxes"
HB 1215,CC Waiver/Nonprofit Hospital Police Depts.,2014-06-03,2014-06-03,"Legal Issues|Public Services|Crime|Labor and Employment|Health|Budget, Spending, and Taxes|Education|Business and Consumers"
HB 1216,Cemetery Commission Funds.,2014-06-03,2014-06-03,"Commerce|Public Services|Other|Budget, Spending, and Taxes|State Agencies|Business and Consumers"
HB 1217,Tort Claims Act Clarification.,2014-06-03,2014-06-03,Public Services|Legal Issues|Legislative Affairs|Judiciary
HB 1218,Monroe Attorney/Cabarrus Comm.,2014-06-03,2014-08-02,Municipal and County Issues|Legislative Affairs|Judiciary|Campaign Finance and Election Issues|Labor and Employment|Other
HB 1219,Funds for Wilson Acad. of Innov.,2014-06-03,2014-12-03,"Municipal and County Issues|Public Services|Budget, Spending, and Taxes|State Agencies|Education|Science and Medical Research"
HB 122,Amend Interlocutory Appeals/Family Law.,2013-02-20,2014-03-05,Public Services|Civil Liberties and Civil Rights|Family and Children Issues|Legislative Affairs|Legal Issues
HB 1220,Hope 4 Haley and Friends.,2014-06-03,2014-07-04,Legislative Affairs|Municipal and County Issues|Drugs|Public Services|Family and Children Issues|Other|Health|Science and Medical Research|State Agencies|Education|Legal Issues
HB 1221,Limit E-Verify Exemption/Agriculture Industry.,2014-06-03,2014-06-03,"Public Services|Immigration|Agriculture and Food|Labor and Employment|Technology and Communication|Budget, Spending, and Taxes"
HB 1222,Amend Expunction Laws.,2014-06-03,2014-06-03,"State Agencies|Public Services|Judiciary|Budget, Spending, and Taxes|Crime"
HB 1223,Vacancy/US House of Rep/Exec. Comm. Nominat'n.,2014-06-03,2014-06-03,Campaign Finance and Election Issues|State Agencies|Public Services|Executive Branch
HB 1224,Local Sales Tax Options/Econ. Devpt. Changes.,2014-06-03,2014-08-20,"Commerce|Transportation|Legislative Affairs|Municipal and County Issues|Public Services|Executive Branch|Labor and Employment|Budget, Spending, and Taxes|State Agencies|Education"
HB 1225,Future Use of Broughton Hospital/Funds.,2014-06-03,2014-06-03,"Commerce|Legislative Affairs|Municipal and County Issues|Public Services|Health|Budget, Spending, and Taxes|State Agencies|Business and Consumers"
HB 1226,Coal Ash Management Act of 2014.,2014-06-03,2014-07-04,Legal Issues|Legislative Affairs|Public Services|Environmental|Other|Health|State Agencies|Energy
HB 1228,Governor's Coal Ash Action Plan.,2014-06-03,2014-07-04,"Legal Issues|Legislative Affairs|Public Services|Environmental|Other|Health|Budget, Spending, and Taxes|State Agencies|Energy"
HB 1229,Plate Background/S.T.A.R. Plate.,2014-06-03,2014-06-03,Transportation|Legal Issues|Public Services|Environmental|Other|Animal Rights and Wildlife Issues
HB 123,Cumberland Dist Ct Judges/Magistrates Funds.,2013-02-20,2014-03-05,"Public Services|Municipal and County Issues|Budget, Spending, and Taxes|Judiciary"
HB 1230,Modify 2013 Appropriations Act.,2014-06-03,2014-06-03,"Public Services|Transportation|Budget, Spending, and Taxes"
HB 1231,Gas City Sales Tax Exemption.,2014-06-03,2014-06-03,"Commerce|Energy|Public Services|Municipal and County Issues|Budget, Spending, and Taxes"
HB 1232,Sales Tax Exemption for Certain Coins.,2014-06-03,2014-06-26,"Commerce|Public Services|Budget, Spending, and Taxes"
HB 1233,Cemetary Sales Tax Exemption.,2014-06-03,2014-06-03,"Commerce|Public Services|Other|Business and Consumers|Budget, Spending, and Taxes"
HB 1234,Ferry Tolling/Replacement Funds.,2014-06-03,2014-07-09,"Environmental|Public Services|Other|Transportation|Budget, Spending, and Taxes"
HB 1235,ABC Store Election/Town of Leland.,2014-06-03,2014-06-03,Campaign Finance and Election Issues|Commerce|State Agencies|Legal Issues|Municipal and County Issues
HB 1236,Bald Head Island/Contract Post Office.,2014-06-03,2014-06-03,Labor and Employment|Business and Consumers|Legislative Affairs|Municipal and County Issues
HB 1237,Retirement Investment Transparency.,2014-06-03,2014-12-03,Senior Issues|Municipal and County Issues|Commerce|Public Services|Judiciary|Labor and Employment|State Agencies|Education
HB 1238,Increase Participation/Lower the Age to Run.,2014-06-03,2014-06-03,Campaign Finance and Election Issues|Public Services|Government Reform|State Agencies|Legislative Affairs
HB 1239,Restore Early Voting Period.,2014-06-03,2014-06-03,Campaign Finance and Election Issues|Public Services|Legislative Affairs
HB 124,Child Advocacy Center Funds.,2013-02-20,2014-03-05,"Family and Children Issues|Public Services|Health|Budget, Spending, and Taxes|State Agencies|Education"
HB 1240,NC College Student Photo ID.,2014-06-03,2014-06-03,Campaign Finance and Election Issues|Public Services|Education|Technology and Communication
HB 1241,Eugenics Compensation Changes.,2014-06-03,2014-06-03,"Commerce|Public Services|Civil Liberties and Civil Rights|Health|Budget, Spending, and Taxes|State Agencies|Science and Medical Research"
HB 1242,Bladen/Columbus-Tax Pmt Before Recordation.,2014-06-03,2014-06-06,"Commerce|Legal Issues|Municipal and County Issues|Public Services|Other|Budget, Spending, and Taxes|Housing and Property"
HB 1243,STEM Teacher Forgivable Loan Program.,2014-06-03,2014-06-03,"Commerce|Public Services|Labor and Employment|Other|Budget, Spending, and Taxes|State Agencies|Education|Science and Medical Research"
HB 1244,Wilson County Occupancy Tax Increase.,2014-06-03,2014-08-09,"Business and Consumers|Legislative Affairs|Municipal and County Issues|Budget, Spending, and Taxes"
HB 1245,Pleasant Garden Annex/Watha Deannex.,2014-06-03,2014-07-24,Legislative Affairs|Municipal and County Issues
HB 1246,Armed Detention Officers/Forsyth County.,2014-06-03,2014-06-20,Public Services|Guns|Legal Issues|Municipal and County Issues|Crime
HB 1247,Asheville Regional Airport.,2014-06-03,2014-07-04,Transportation|Municipal and County Issues|Legislative Affairs|Other|Housing and Property|State Agencies|Legal Issues
HB 1248,Authority to Remove Abandoned Vessels.,2014-06-03,2014-06-25,Housing and Property|Legislative Affairs|Transportation|Legal Issues|Municipal and County Issues
HB 1249,Brevard Meals Tax.,2014-06-03,2014-06-03,"Agriculture and Food|Budget, Spending, and Taxes|Municipal and County Issues"
HB 125,Public Agency Computer Code Not Public Record.,2013-02-20,2014-03-05,Commerce|Legal Issues|Legislative Affairs|Public Services|Technology and Communication|State Agencies
HB 1250,Amend Definition of Dangerous Firearm.,2014-06-03,2014-06-18,Other|Legal Issues|Municipal and County Issues|Guns
HB 1251,Buncombe County Fire Districts.,2014-06-03,2014-06-03,Public Services|Municipal and County Issues
HB 1252,Unneeded Ambulance/Bladen & Columbus.,2014-06-03,2014-06-18,Public Services|Health|Legal Issues|Municipal and County Issues|Crime
HB 1253,Exempt Time Shares/Rule Against Perpetuities.,2014-06-03,2014-07-02,Housing and Property|Legal Issues|Municipal and County Issues|Commerce
HB 1264,Disclosure of Certain Campaign Solicitations.,2014-06-12,2014-06-14,Government Reform|Legal Issues|Public Services|Campaign Finance and Election Issues|Other|State Agencies
HB 1267,Absentee Ballot/Everette Harris Act.,2014-06-18,2014-06-26,Campaign Finance and Election Issues|Public Services|Other
HB 127,Arts Education as a Graduation Requirement.,2013-02-20,2014-12-03,State Agencies|Education|Arts and Humanities|Public Services
HB 128,Revolving Door for Lobbyist Registration.,2013-02-20,2014-03-05,Government Reform|Legal Issues|Legislative Affairs|Public Services|Campaign Finance and Election Issues|State Agencies
